"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephone　number","medicalSubjects","note","numberOfBeds","pref","prefCode"
"jp.takamatsu.smartcity.medical.Hospital.395","34.334353","134.065626","香川県高松市上福岡町７０４番地２−２Ｆ","歯科","高松市","医療法人社団植田歯科医院","理事長　植田　佳邦","医療法人社団植田歯科医院","1990/2/1","087-834-3718","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.396","34.334657","134.046258","香川県高松市中野町１番３２号","歯科","高松市","井手口歯科医院","","井手口　英章","1991/3/18","087-835-6688","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.397","34.345679","134.054144","香川県高松市片原町４番地３","歯科","高松市","今瀧歯科クリニック","","今瀧　昇","1994/3/28","087-821-5154","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.398","34.33727","133.996474","香川県高松市鬼無町是竹９３番地５","歯科","高松市","アヤ歯科医院","","綾　英紀","1995/5/1","087-881-1211","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.399","34.339084","134.037718","香川県高松市宮脇町一丁目３番１７号","歯科","高松市","いしい歯科クリニック","","石井　浩之","1995/9/10","087-863-0088","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.400","34.299597","134.047507","香川県高松市太田上町７８３番地２","歯科","高松市","今滝歯科医院","","今瀧　勝己","1996/11/18","087-866-9081","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.401","34.341219","134.11302","香川県高松市高松町２４１２番地１５","歯科","高松市","大黒歯科医院","","大黒　義明","1985/7/29","087-841-3500","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.402","34.337684","134.109061","香川県高松市高松町９１番地","歯科","高松市","小河歯科医院","","小河　隆太","1997/8/15","087-841-7170","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.403","34.304151","134.015525","香川県高松市成合町７２５番地１","歯科","高松市","岡田歯科醫院","理事長　岡田　寿朗","医療法人社団岡田歯科醫院","1998/10/1","087-885-9700","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.404","34.345293","134.042822","香川県高松市錦町二丁目１７番８号","歯科","高松市","赤松歯科医院","","赤松　秀規","1999/4/1","087-826-6030","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.405","34.310795","134.004933","香川県高松市檀紙町２２８８番地３","歯科","高松市","池尻歯科医院","","池尻　国夫","1999/4/21","087-885-0085","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.406","34.345971","134.001093","香川県高松市香西本町１５０番地１０","歯科","高松市","浮田歯科医院","","中山　真弓","1999/7/8","087-832-8801","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.407","34.319429","134.05551","香川県高松市伏石町２０１８番地１２","歯科","高松市","石丸歯科医院","","石丸　毅","2001/7/23","087-815-2747","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.408","34.316824","134.060144","香川県高松市松縄町１１１７番地５　シブヤビル松縄１Ｆ","歯科","高松市","いまじょう矯正歯科クリニック","","今城　広治","2001/7/3","087-815-2848","矯正歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.409","34.337788","134.066873","香川県高松市松島町二丁目９番１０３号","歯科","高松市","磯島歯科医院","","磯島　弘一","2002/5/27","087-834-8686","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.410","34.302015","134.070643","香川県高松市林町２５７２番地１２","歯科","高松市","えがお歯科","理事長　木村　栄作","医療法人社団えがお歯科","2002/11/1","087-840-0777","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.411","34.338179","134.049349","香川県高松市田町１３番地１３","歯科","高松市","オリーブ歯科医院","","天野　伊知郎","2003/3/1","087-832-0808","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.412","34.312655","134.065933","香川県高松市木太町５０９５番地１","歯科","高松市","あおぞら歯科クリニック","","三好　智","2005/11/15","087-866-6480","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.413","34.269038","133.984798","香川県高松市国分寺町福家乙２１４番地１０","歯科","高松市","大西歯科医院","理事長　大西　吉之","医療法人社団ひまわり会","1993/2/1","087-874-1194","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.414","34.350528","134.038211","香川県高松市浜ノ町５６番８号","歯科","高松市","岩田歯科医院","","岩田　哲郎","2009/2/1","087-897-5646","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.415","34.327488","134.05146","香川県高松市桜町二丁目４番１１号","歯科","高松市","医療法人社団愛歯会いそざき歯科","理事長　磯崎　裕騎","医療法人社団愛歯会","2013/4/1","087-832-0777","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.416","34.287222","134.00607","香川県高松市円座町１１２４番地５６","歯科","高松市","医療法人社団イチハラデンタルクリニック","理事長　市原　敏行","医療法人社団イチハラデンタルクリニック","2014/4/1","087-885-1840","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.417","34.249289","134.026624","香川県高松市香川町川東下１３０１番地４","歯科","高松市","飯田歯科クリニック","","飯田　大介","2014/11/11","087-814-3300","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.418","34.33566","134.057298","香川県高松市観光通二丁目９番１２号","歯科","高松市","大石歯科クリニック","","大石　慶二","2016/4/21","087-813-3956","歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.419","34.303919","134.090463","香川県高松市東山崎町８９番地６","歯科","高松市","医療法人社団彩正会あんどう歯科","理事長　安藤　正彦","医療法人社団彩正会あんどう歯科","2016/5/1","087-840-7899","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.420","34.321259","134.046694","香川県高松市上之町二丁目１番３７号","歯科","高松市","植松歯科クリニック","","植松　勇介","2017/7/15","087-802-8241","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.421","34.321655","134.082716","香川県高松市元山町５７７番地１","歯科","高松市","いのうえファミリー歯科","理事長　井上　正朗","医療法人社団いのうえファミリー歯科","2017/8/1","087-867-2554","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.422","34.304024","133.972683","香川県高松市国分寺町新居２８３番地１","歯科","高松市","ウガワ歯科クリニック","","鵜川　祐樹","2018/9/13","087-802-8684","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.423","34.329596","134.056597","香川県高松市楠上町二丁目３番１５号　アルファメディカルモール内","歯科","高松市","いちはら歯科クリニック","理事長　市原　雅也","医療法人社団雅月会","2018/10/1","087-813-0118","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.424","34.284034","134.027925","香川県高松市一宮町３２８番地１","歯科","高松市","医療法人社団小野歯科医院","理事長　小野　耕資","医療法人社団小野歯科医院","2020/4/1","087-886-8100","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.425","34.278671","134.025097","香川県高松市寺井町１２４８番地６","歯科","高松市","エビヌマ歯科医院","","海老沼　孝至","2021/4/1","087-886-3465","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.426","34.327275","134.105155","香川県高松市新田町甲５３７番地３","歯科","高松市","いろのみ歯科","","前田　直人","2021/5/1","087-880-6374","歯科、歯科口腔外科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.427","34.317331","134.053172","香川県高松市伏石町１３１６番地６","歯科","高松市","あらき歯科医院","","蓮井　咲弥加","2021/11/1","087-802-9011","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.428","34.240002","134.032804","香川県高松市香川町川東上１７８１番地５","歯科","高松市","いのした歯科医院","","井下　万三","2022/3/1","087-879-4712","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.429","34.283861","134.002358","香川県高松市西山崎町１８２番地７","歯科","高松市","池上歯科医院","","医療法人社団池上歯科医院","2022/10/1","087-886-6600","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.430","34.332456","134.054974","香川県高松市花園町三丁目２番１２号","歯科","高松市","おおくま歯科医院","理事長　大熊　秀和","医療法人社団おおくま歯科医院","2023/6/1","087-837-9000","歯科、小児歯科","","","香川県","372013"
