#LINK,,,,,,,,,,,,,,,,,,,,,,,,,
#lang,ja,,,,,,,,,,,,,,,,,,,,,,,,
#attribution_name,高松市,,,,,,,,,,,,,,,,,,,,,,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,,,,,,,,,,,,,,,,,,,,,,
#file_name,0062,,,,,,,,,,,,,,,,,,,,,,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/hospital,,,,,,,,,,,,,,,,,,,,,,,,
#property,prefCode,identification,pref,city,name,fullNameInKana,alternativeName,address,katagaki,location,telephoneNumber,extensionNumber,faxNumber,corporateNumber,corporateName,medicalCode,availableDate,medicalStartTime,medicalEndTime,availableDateNote,overtimeResponse,medicalSubjects,numberOfBeds,referenceObject,note
#object_type_xsd,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion
388,372013,,香川県,高松市,六条眼科,ロクジョウガンカ,無床診療所,香川県高松市六条町17-1,ハローズ六条店モール内,",",087-873-2735,,,,田中　剛,,月火木金土,09：00,18：00,,,眼科,0,https://www.rokujyo-eye-clinic.jp/,
389,372013,,香川県,高松市,六条ひふ科クリニック,ロクジョウヒフカクリニック,無床診療所,香川県高松市下田井町372-1,,",",087-802-3906,,,,印藤　昌彦,,火水木金土,09：00,18：00,木曜日12：30、土曜日17：00まで。,,皮膚科,0,http://rokujo-hifuka.com/,
390,372013,,香川県,高松市,わかばクリニック,ワカバクリニック,無床診療所,香川県高松市松並町1023-3,,",",087-813-7560,,087-813-7561,,藤田　博茂,,月火水木金,09：00,17：00,,,外科,0,http://wakaba-hado-clinic.com/,
391,372013,,香川県,高松市,わき外科・内科クリニック,ワキゲカ・ナイカクリニック,有床診療所,香川県高松市仏生山町甲460-8,,",",087-888-5123,,087-888-5122,,医療法人社団わき外科クリニック,,月火水木金土,09：00,18：00,水曜日、土曜日12：30まで。,,内科、胃腸科、外科、皮膚泌尿器科、こう門科、呼吸器内科,15,http://wakigeka.com/,
392,372013,,香川県,高松市,和田産婦人科医院,ワダサンフジンカイイン,無床診療所,香川県高松市木太町4020-1,,",",087-867-2340,,087-867-2341,,出口　理恵,,月火水木金土,09：00,18：00,,,産科、婦人科,0,https://itp.ne.jp/info/374740915400000899/,
393,372013,,香川県,高松市,和田内科循環器科医院,ワダナイカジュンカンキカイイン,無床診療所,香川県高松市鶴市町2039-2,,",",087-881-7575,,087-881-7571,,和田　茂,,月火水木金土,08：50,18：00,木曜日13：00、土曜日12：30まで。,,内科、循環器科,0,,
394,372013,,香川県,高松市,渡邉医院,ワタナベイイン,無床診療所,香川県高松市番町一丁目7番22号,,",",087-851-2067,,,,医療法人清進会,,月火水木金土,09：00,17：30,木曜日12：30まで。,,感染症内科、皮膚科、泌尿器科,0,http://www.watanabehifuka.net/,
395,372013,,香川県,高松市,わたなべ耳鼻咽喉科,ワタナベジビインコウカ,無床診療所,香川県高松市出作町字東原281番地1,,",",087-889-8733,,,,医療法人社団龍里会,,月火水木金土,08：30,19：00,木曜日12：00、土曜日17：00まで。,,アレルギー科、耳鼻咽喉科,0,https://nabejibi.jp/,
396,372013,,香川県,高松市,わたなべ内科消化器科医院,ワタナベナイカショウカキカイイン,無床診療所,香川県高松市今里町一丁目30-21,,",",087-833-6660,,087-833-6630,,医療法人社団わたなべ内科消化器科医院,,月火水木金土,09：00,18：00,木曜日、土曜日16：00まで。,,内科、消化器科,0,https://itp.ne.jp/info/378271015400000899/,
397,372013,,香川県,高松市,あおぞら歯科クリニック,アオゾラシカクリニック,歯科,香川県高松市木太町5095-1,,",",087-866-6480,,087-866-3353,,三好　智,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://aozoradentalclinic.fc2web.com/,
398,372013,,香川県,高松市,赤松歯科医院,アカマツシカイイン,歯科,香川県高松市錦町二丁目17-8,,",",087-826-6030,,087-826-6036,,赤松　秀規,,月火水金土,09：00,18：00,,,歯科、矯正歯科,0,http://www.akamatsushika.com/,
399,372013,,香川県,高松市,アキ歯科医院,アキシカイイン,歯科,香川県高松市松縄町44-7,,",",087-866-5522,,087-866-5538,,安藝　豊司,,月火水木金土,09：00,18：00,水曜日13：00まで。,,歯科,0,,
400,372013,,香川県,高松市,あさはら歯科,アサハラシカ,歯科,香川県高松市三名町58-4,,",",087-889-8211,,087-889-8220,,朝原　秀樹,,月火木金土,09：00,18：30,,,歯科、小児歯科,0,https://localplace.jp/t100336737/,
401,372013,,香川県,高松市,ア歯科診療所,アシカシンダンショ,歯科,香川県高松市天神前6-6,,",",087-835-5000,,087-835-5755,,医療法人社団ア歯会,,月火水金土,08：00,20：00,土曜日9：00から18：00まで。第２水曜日は休み,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.ashika.or.jp/,
402,372013,,香川県,高松市,穴吹歯科医院,アナブキシカイイン,歯科,香川県高松市太田下町2220-6,,",",087-865-8200,,087-865-8200,,穴吹　昇三,,月火水木金土,09：00,18：00,土曜日12：00まで。,,歯科、小児歯科,0,http://www.anabukidental.com/,
403,372013,,香川県,高松市,阿部歯科医院,アベシカイイン,歯科,香川県高松市木太町2836-1,,",",087-834-5314,,087-834-5314,,阿部　康一,,月火水木金土,09：00,18：00,土曜日13：00まで。,,歯科,0,,
404,372013,,香川県,高松市,アヤ歯科医院,アヤシカイイン,歯科,香川県高松市鬼無町是竹93-5,,",",087-881-1211,,087-881-1911,,綾　英紀,,月火水木金土,09：00,18：00,金曜日13：00まで。,,歯科,0,http://www.418takamatu.com/hospital/aya/,
405,372013,,香川県,高松市,あんどう歯科,アンドウシカ,歯科,香川県高松市東山崎町89-6,,",",087-840-7899,,087-840-7898,,医療法人社団彩正会あんどう歯科,,月火水木金土,09：00,18：30,木曜日13：00、土曜日17：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www2.netwave.or.jp/~m-ando-d/framepage1.htm,
406,372013,,香川県,高松市,飯田歯科クリニック,イイダシカクリニック,歯科,香川県高松市香川町川東下1301-4,,",",087-814-3300,,,,飯田　大介,,月火水金土,09：30,18：00,,,歯科,0,https://www.iida-dental.cc/,
407,372013,,香川県,高松市,池上歯科医院,イケガミシカイイン,歯科,香川県高松市西山崎町182-7,,",",087-886-6600,,087-886-6644,,池上　正,,月火水木金土,09：00,18：30,水曜日13：00まで。,,歯科,0,,
408,372013,,香川県,高松市,池尻歯科医院,イケジリシカイイン,歯科,香川県高松市檀紙町2288-3,,",",087-885-0085,,087-886-7590,,池尻　国夫,,月火水木金土,09：00,18：00,木曜日12：30まで。,,歯科,0,,
409,372013,,香川県,高松市,池田歯科医院,イケダシカイイン,歯科,香川県高松市兵庫町3-14,,",",087-821-4664,,087-821-4671,,橋本　信之介,,月火水木金土,09：00,18：00,土曜日17：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://www.ikedashikaiin.com/,
410,372013,,香川県,高松市,いしい歯科クリニック,イシイシカクリニック,歯科,香川県高松市宮脇町一丁目3-17,,",",087-863-0088,,087-863-0088,,石井　浩之,,月火水木金土,09：30,19：00,木曜日14：00から18：00。土曜日13：00まで,,歯科、小児歯科、歯科口腔外科,0,http://www.ishiishika-clinic.com/,
411,372013,,香川県,高松市,石丸歯科医院,イシマルシカイイン,歯科,香川県高松市伏石町2018-12,,",",087-815-2747,,087-815-2858,,石丸　毅,,月火水金土,09：00,18：00,土曜日17：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://itp.ne.jp/info/374604421153721990/,
412,372013,,香川県,高松市,いそざき歯科,イソザキシカ,歯科,香川県高松市桜町二丁目4-11,,",",087-832-0777,,087-832-0778,,医療法人社団愛歯会,,月火水木金土,09：00,18：00,火曜日13：00、土曜日16：30まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.i-shika.com/,
413,372013,,香川県,高松市,磯島歯科医院,イソジマシカイイン,歯科,香川県高松市松島町二丁目9-103,,",",087-834-8686,,087-834-8686,,磯島　弘一,,月火水金土,09：00,18：00,,,歯科、小児歯科,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
415,372013,,香川県,高松市,いちはら歯科クリニック,イチハラシカクリニック,歯科,香川県高松市楠上町二丁目3番15号,アルファメディカルモール2F,",",087-813-0118,,,,医療法人社団雅月会,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://いちはら歯科クリニック.jp/,
416,372013,,香川県,高松市,イチハラデンタルクリニック,イチハラデンタルクリニック,歯科,香川県高松市円座町1124-56,,",",087-885-1840,,087-887-4618,,医療法人社団イチハラデンタルクリニック,,月火水木金土,09：00,18：00,木曜日12：30、土曜日17：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.ichihara-dc.com/index2.html,
417,372013,,香川県,高松市,井手口歯科医院,イデグチシカイイン,歯科,香川県高松市中野町1-32,,",",087-835-6688,,087-835-6742,,井手口　英章,,月火水木金土,09：00,18：00,水曜日12：30まで。,,歯科、小児歯科、歯科口腔外科,0,http://www.418takamatu.com/hospital/ideguchi/,
418,372013,,香川県,高松市,伊東歯科矯正歯科医院,イトウシカキョウセイシカイイン,歯科,香川県高松市浜ノ町9-9,,",",087-826-2118,,,,伊東　正志,,月火木金土,09：30,18：00,,,歯科、矯正歯科、小児歯科,0,http://www.ito-dc.org/,
419,372013,,香川県,高松市,いのうえファミリー歯科,イノウエファミリーシカ,歯科,香川県高松市元山町577-1,,",",087-867-2554,,,,医療法人社団いのうえファミリー歯科,,月火水木金土,09：00,18：00,第1第3木曜日休診。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://inouefamilydc.com/,
,,,,,,,,,,,,,,,,,,,,,,,,,
421,372013,,香川県,高松市,いのした歯科医院,イノシタシカイイン,歯科,香川県高松市香川町川東上1781-5,,",",087-879-4712,,087-879-4736,,井下　博文,,月火水木金土,08：30,18：30,土曜日12：30まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.inoshita-dc.com/,
422,372013,,香川県,高松市,いまじょう矯正歯科クリニック,イマジョウキョウセイシカクリニック,歯科,香川県高松市松縄町1117-5 ,シブヤビル松縄1F,",",087-815-2848,,087-815-2847,,今城　広治,,月火水金土,10：00,18：00,,,歯科、矯正歯科,0,http://imajo-ortho.com/,
423,372013,,香川県,高松市,今滝歯科医院,イマタキシカイイン,歯科,香川県高松市太田上町783-2,,",",087-866-9081,,087-865-2268,,今瀧　勝己,,月火水木金土,09：00,18：00,木曜日12：30まで。,,歯科、矯正歯科、小児歯科,0,http://www.imatakishika.com/,
424,372013,,香川県,高松市,今瀧歯科クリニック,イマタキシカクリニック,歯科,香川県高松市片原町4-3,,",",087-821-5154,,087-821-5154,,今瀧　昇,,月火水木金土,09：00,18：30,水曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,,
425,372013,,香川県,高松市,岩田歯科医院,イワタシカイイン,歯科,香川県高松市浜ノ町56-8,,",",087-897-5646,,087-897-5646,,岩田　哲郎,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,https://iwata-dc2009.com/,
426,372013,,香川県,高松市,上里歯科医院,ウエサトシカイイン,歯科,香川県高松市伏石町2096-4,,",",087-867-6480,,087-867-6485,,山岸　奈名,,月火水金土,09：00,18：00,土曜日17：00まで。,,歯科、小児歯科、歯科口腔外科,0,,
427,372013,,香川県,高松市,植田歯科医院,ウエダシカイイン,歯科,香川県高松市上福岡町704-2,池添ビル2Ｆ,",",087-834-3718,,087-834-3718,,医療法人社団植田歯科医院,,月火水木金土,09：00,18：30,木曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.ueta-dc.com/,
428,372013,,香川県,高松市,植松歯科クリニック,ウエマツシカクリニック,歯科,香川県高松市上之町二丁目1-37,,",",087-802-8241,,,,植松　勇介,,月火水金土,09：00,18：00,土曜日17：30まで。,,歯科、小児歯科、歯科口腔外科,0,https://uematsu-d.jp/,
429,372013,,香川県,高松市,ウガワ歯科クリニック,ウガワシカクリニック,歯科,香川県高松市国分寺町新居283-1,,",",087-802-8684,,,,鵜川　祐樹,,月火水木金土,09：00,18：00,水曜日、土曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://www.e8148.net/dental/a000000017,
430,372013,,香川県,高松市,浮田歯科医院,ウキダシカイイン,歯科,香川県高松市香西本町150-10,,",",087-832-8801,,087-832-8821,,中山　真弓,,月火水木金土,09：00,18：00,土曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.ukita-dental.jp/,
431,372013,,香川県,高松市,梅村歯科医院,ウメムラシカイイン,歯科,香川県高松市川島東町958-3,,",",087-848-1136,,087-848-1136,,梅村　謙二,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、矯正歯科,0,http://www.418takamatu.com/hospital/umemura/,
432,372013,,香川県,高松市,えがお歯科,エガオシカ,歯科,香川県高松市林町2572-12,,",",087-840-0777,,087-840-0707,,医療法人社団えがお歯科,,月火水木金土,09：00,18：00,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://egao-shika.com/,
433,372013,,香川県,高松市,エビヌマ歯科医院,エビヌマシカイイン,歯科,香川県高松市寺井町1248-6,,",",087-886-3465,,087-886-3465,,海老沼　孝至,,月火木金土,09：00,18：00,,,歯科,0,,
434,372013,,香川県,高松市,大石歯科クリニック,オオイシシカクリニック,歯科,香川県高松市観光通二丁目9-12,,",",087-813-3956,,,,大石　慶二,,月火水木金土,09：00,18：00,水曜日13：00まで。,,歯科、歯科口腔外科,0,,
435,372013,,香川県,高松市,おおくま歯科医院,オオクマシカイイン,歯科,香川県高松市花園町三丁目2-12,,",",087-837-9000,,087-837-9000,,大熊　秀和,,月火水木金土,09：00,18：00,水曜日12：30まで。,,歯科、小児歯科,0,http://ookumashika.com/,
436,372013,,香川県,高松市,大黒歯科医院,オオグロシカイイン,歯科,香川県高松市高松町2412-15,,",",087-841-3500,,087-841-3500,,大黒　義明,,月火水木金土,09：00,18：00,木曜日、土曜日12：30まで。,,歯科,0,,
437,372013,,香川県,高松市,高松大塚歯科医院,オオツカシカイイン,歯科,香川県高松市林町2538-10,,",",087-815-2424,,,,医療法人優心会,,月火水金土日,08：30,19：00,,,歯科,0,http://www.yusinkai.or.jp/clinic_03.html,
