"施設名称１","施設名称２","施設名称かな","施設郵便番号","施設所在地１","施設所在地２","施設電話番号","営業者名","営業者名かな","業種","業態","許可番号","初回許可年月日","許可開始日","許可終了日"
"高瀬町の野菜と果実　ｎｏＮｏｋｏｒｉ’ｎ",,"タカセチョウノヤサイトカジツノノコリン","        ","高松市一円",,,"株式会社夢農園ＹＡＴＡ","ユメノウエンｙａｔａ","飲食店営業","車","第10410-3040576号","R04.07.20","R04.07.20","R09.08.31"
"たこ焼き屋台　大絆物語",,"タコヤキヤタイ　オオバンモノガタリ","        ","高松市一円",,,"坂東　幸司","バンドウ　コウジ","飲食店営業","車","第10410-3040961号","R04.09.09","R04.09.09","R09.11.30"
"Ｎａｔｕｒａｌ　１８　ｎｉｎｅ",,"ナチュラル　ナイン","760-0045","高松市古馬場町８−１４","シュド・セラビ５階２号","087-813-3799  ","松本　明香里","マツモト　アカリ","飲食店営業","飲み屋","第10401-3040960号","R04.09.09","R04.09.09","R09.11.30"
"ホシの夜",,"ホシノヨル","761-1705","高松市香川町川東下４１４−１",,"              ","植垣　陽登美","ウエガキ　ヒトミ","菓子製造業","菓子","第20101-3040980号","R04.09.14","R04.09.14","R09.11.30"
"新屋島水族館",,"シンヤシマスイゾクカン","761-0111","高松市屋島東町１７８５−１",,"087-841-4164  ","屋島水族館株式会社","ヤシマスイゾクカン","飲食店営業","露店：定置","第10406-2020500号","R02.08.21","R02.08.21","R07.08.31"
"スナック　Ｒｓ",,"スナックアズ","760-0045","高松市古馬場町８−３４","斎藤ビル２階","087-851-6606  ","低田　さやか","ヒクタ　サヤカ","飲食店営業","飲み屋","第10401-3030849号","R03.11.26","R04.01.01","R09.02.28"
"ＴＨＥ　ＴＨＲＩＬＬ　ＲＩＤＥ",,"ザ　スリル　ライド","760-0045","高松市古馬場町８−４４","ニューズビル３階",,"倉本　政","クラモト　マツル","飲食店営業","飲み屋","第10401-3041059号","R04.10.12","R04.10.12","R09.11.30"
"マクドナルド","高松国分寺店","マクドナルドタカマツコクブンジテン","769-0102","高松市国分寺町国分５７８−１",,"087-874-2292  ","株式会社ルミエール","ルミエール","飲食店営業","その他","第10404-3040998号","R04.09.21","R04.12.01","R09.11.30"
"たこやき　たこっぺ",,"タコヤキ　タコッペ","760-0045","高松市古馬場町６−１１","太石ビル１階","              ","株式会社オフィスオーエム","オフィスオーエム","飲食店営業","弁当","第10203-3041006号","R04.09.27","R04.09.27","R09.11.30"
"グループリビングらく楽花園",,"グループリビングラクラクハナゾノ","760-0072","高松市花園町１−１−５",,"087-832-0111  ","シップヘルスケアフード株式会社","シップヘルスケアフード","飲食店営業","給食","第10106-3040999号","R04.09.22","R04.10.01","R09.11.30"
"キャンディメイド",,"キャンディメイド","760-0045","高松市古馬場町６−４","クロスポイントビル２０１号室","              ","株式会社　リスライト","リスライト","飲食店営業","飲み屋","第10401-3040555号","R04.07.13","R04.07.13","R09.08.31"
"ジャンボフェリーあおい",,"ジャンボフェリーアオイ","760-0065","高松市朝日町５−１２−１","ジャンボフェリーあおい船内","087-821-6655  ","ジャンボフェリー株式会社","ジャンボフェリー","飲食店営業","その他","第10404-3041027号","R04.10.04","R04.10.04","R09.11.30"
"ファンキータイム","レインボー店","ファンキータイム　レインボーテン","761-8071","高松市伏石町２１６８−２",,"087-868-0717  ","アイ・カフェ株式会社","アイカフェ","飲食店営業","喫茶","第10105-3040993号","R04.09.21","R04.10.01","R09.11.30"
"キッチャカバ　マルエフ",,"キッチャカバ　マルエフ","760-0040","高松市片原町４−１１",,,"安部　雄一","アベ　ユウイチ","飲食店営業","喫茶","第10105-3041134号","R04.11.01","R04.11.01","R09.11.30"
"障害福祉サービス事業所　Ｕサポート高松",,"ユーサポートタカマツ","761-0301","高松市林町２２１７−７",,"087-899-8488  ","社会福祉法人鵜足津福祉会","ウタヅフクシカイ","飲食店営業","日配","第10201-3041025号","R04.10.04","R04.10.04","R09.11.30"
"ファミリーマート","国分寺福家店","ファミリーマートコクブンジフケテン","769-0103","高松市国分寺町福家甲２９３７−１",,"087-870-6255  ","多田羅　健治","タタラ　ケンジ","飲食店営業","その他","第10404-3040410号","R04.06.01","R04.06.01","R09.05.31"
"たまも食堂",,"タマモショクドウ","760-0051","高松市南新町１１−３",,,"株式会社ＭＯＯＮ　ＷＯＲＫＳ","ムーン　ワークス","飲食店営業","一般","第10101-3041000号","R04.09.22","R04.09.22","R09.11.30"
"香川高等専門学校　高松キャンパス","学生寮食堂","カガワコウトウセンモンガッコウタカマツキャンパス　ガクセイリョウショクドウ","761-8058","高松市勅使町３５５",,,"株式会社シーアンドシー","シーアンドシー","飲食店営業","給食","第10106-3031268号","R04.03.30","R04.03.30","R09.05.31"
"オムココ",,"オムココ","760-0029","高松市丸亀町８−２３","丸亀町グリーン東館２階","087-851-7424  ","鶴身　美沙希","ツルミ　ミサキ","飲食店営業","一般","第10101-3040994号","R04.09.21","R04.09.21","R09.11.30"
"株式会社キウイボム",,"キウイボム","761-1402","高松市香南町由佐７８−２",,"087-879-2252  ","株式会社キウイボム","キウイボム","菓子製造業","菓子","第20101-3030081号","R03.07.15","R03.07.15","R08.08.31"
"日清医療食品株式会社","キナシ大林病院事業所","ニッシンイリョウショクヒンカブシキガイシャ　キナシオオバヤシビョウインジギョウショ","761-8024","高松市鬼無町藤井４３５−１",,"087-832-8155  ","日清医療食品株式会社","ニッシンイリョウショクヒン","飲食店営業","給食","第10106-3040360号","R04.06.01","R04.06.01","R10.05.31"
"丼屋　たけ丼",,"ドンブリヤ　タケドン","760-0017","高松市番町２−４−２","コーポＡ＆Ｂ１階","              ","竹下　佳文","タケシタ　ヨシフミ","飲食店営業","一般","第10101-3041007号","R04.09.27","R04.10.06","R09.11.30"
"偉大なる発明",,"イダイナルハツメイ","760-0029","高松市丸亀町９−４","くつわ堂ビル","087-822-0667  ","株式会社ＲｉＨＵ","リフ","菓子製造業","パン","第20102-3041002号","R04.09.26","R04.10.01","R09.11.30"
"中村学園事業部","２６８５０","ナカムラガクエンジギョウブ","761-8072","高松市三条町６０４−１",,"087-868-8018  ","学校法人中村学園","ナカムラガクエン","飲食店営業","給食","第10106-3030120号","R03.07.27","R03.07.27","R08.08.31"
"中村学園事業部","２６８７０","ナカムラガクエンジギョウブ","760-0093","高松市鶴市町１４１８","四電工研修センター内","087-861-8696  ","学校法人　中村学園","ナカムラガクエン","飲食店営業","給食","第10106-3040268号","R04.06.01","R04.06.01","R09.05.31"
"ｃｌｕｂ　ＥＤＩＴＩＯＮ",,"クラブ　エディション","760-0044","高松市御坊町４−１５","リブレふじい２階","087-808-8374  ","合同会社Ｓｐａｒｋ","ゴウドウガイシャ","飲食店営業","飲み屋","第10401-3041019号","R04.09.30","R04.09.30","R09.11.30"
"台湾料理　味源",,"タイワンリョウリ　アジゲン","761-0121","高松市牟礼町牟礼２７６８−１",,"087-845-3768  ","株式会社華順","カジュン","飲食店営業","一般","第10101-3041013号","R04.09.29","R04.09.29","R09.11.30"
"旧南原邸",,"キュウナンバラテイ","761-8001","高松市亀水町６１０",,"              ","株式会社ｔａｏ．","タオ","飲食店営業","喫茶","第10105-3041020号","R04.09.30","R04.09.30","R09.11.30"
"Ｂｏｏ　Ｍａｒｋｅｔ",,"ブー　マーケット","760-0045","高松市古馬場町１４−２","サクセスビル３０１","087-821-8808  ","濱端　雅志","ハマバタ　マサシ","飲食店営業","飲み屋","第10401-3050072号","R05.04.27","R05.04.27","R10.05.31"
"とりきん",,"トリキン","760-0052","高松市瓦町２−８−３９","片岡ビル","087-813-2838  ","炭山　欣也","スミヤマ　キンヤ","飲食店営業","居酒屋・焼肉","第10107-3041052号","R04.10.05","R04.10.05","R09.11.30"
"ちょい飲み屋　姉やん",,"ネエヤン","760-0045","高松市古馬場町６−３１","第六富田ビル１階",,"瀬尾　秀実","セオ　ヒデミ","飲食店営業","飲み屋","第10401-3041121号","R04.10.28","R04.10.28","R09.11.30"
"株式会社協同ミートプロダクト",,"キョウドウミートプロダクト","769-0102","高松市国分寺町国分８９０−２",,"087-874-2222  ","株式会社協同ミートプロダクト","キョウドウミートプロダクト","食品の小分け業","食品の小分け","第52201-3041042号","R04.10.06","R04.10.06","R10.11.30"
"イーティーズ木太店",,"イーティーズキタテン","760-0080","高松市木太町２４３９−１",,"087-802-2277  ","株式会社イーティーズ","イーティーズ","飲食店営業","おかず","第10403-3030688号","R03.12.01","R03.12.01","R08.11.30"
"イーティーズ木太店",,"イーティーズキタテン","760-0080","高松市木太町２４３９−１",,"087-802-2277  ","株式会社イーティーズ","イーティーズ","菓子製造業","菓子","第20101-1310894号","R01.10.08","R01.10.08","R06.11.30"
"鳥工房「め組」",,"トリコウボウメグミ","760-0045","高松市古馬場町８−４４","ＮＥＷＳビル１階",,"篠原　充孝","シノハラ　ミツタカ","飲食店営業","飲み屋","第10401-3041010号","R04.12.01","R04.12.01","R09.11.30"
"くれーじーみーと",,"クレージーミート","761-8073","高松市太田下町２３０６−１",,"087-880-5009  ","株式会社十感","ジュウカン","食肉販売業","食肉販売","第21601-3041143号","R04.11.04","R04.11.04","R10.11.30"
"くれーじーみーと",,"クレージーミート","761-8073","高松市太田下町２３０６−１",,"087-880-5009  ","株式会社十感","ジュウカン","食肉処理業","食肉処理","第21501-3041144号","R04.11.04","R04.11.04","R10.11.30"
"くれーじーみーと",,"クレージーミート","761-8073","高松市太田下町２３０６−１",,"087-880-5009  ","株式会社十感","ジュウカン","そうざい製造業","そうざい","第22800-3041145号","R04.11.04","R04.11.04","R10.11.30"
"有限会社造田商店",,"ゾウダショウテン","760-0024","高松市兵庫町７−３",,"087-821-5281  ","有限会社造田商店","ゾウダショウテン","飲食店営業","その他","第10404-3041028号","R04.10.04","R04.10.04","R09.11.30"
"ステーキ食堂　たまちゃん",,"ステーキショクドウ　タマチャン","761-0311","高松市元山町１２３５−３",,"087-869-9019  ","株式会社ステーキ食堂たまちゃん","ステーキショクドウタマチャン","飲食店営業","一般","第10101-3041030号","R04.10.04","R04.10.04","R09.11.30"
"四国高松温泉　ニューグランデみまつ",,"シコクタカマツオンセン　ニューグランデミマツ","760-0046","高松市通町２−３",,"087-851-3507  ","株式会社三松","ミマツ","飲食店営業","旅館・ホテル","第10301-0023816号","H01.03.06","R02.06.01","R07.05.31"
"あじ温泉　庵治観光ホテル　海のやどり",,"アジオンセン　アジカンコウホテル　ウミノヤドリ","761-0130","高松市庵治町５４９４",,"087-871-3141  ","瀬戸内海観光株式会社","セトナイカイカンコウ","飲食店営業","旅館・ホテル","第10301-3031110号","R04.03.01","R04.03.01","R09.02.28"
"女木島名店街",,"メギジマメイテンガイ","760-0092","高松市女木町２３５−１",,"              ","特定非営利活動法人瀬戸内こえびネットワーク","セトウチコエビネットワーク","飲食店営業","その他","第10404-3040007号","R04.04.04","R04.04.04","R09.05.31"
"’９９　ＢＡＢＹ’ｓ　ＣＡＦＥ",,"ナインテイナイン　ベイビーズ　カフェ","761-8044","高松市円座町９７９−１",,"087-814-6711  ","株式会社　ＷＥＬＬＮＥＳＴ","ウェルネスト","冷凍食品製造業","冷凍食品","第51300-3041041号","R04.10.06","R04.10.06","R09.11.30"
"’９９　ＢＡＢＹ’ｓ　ＣＡＦＥ",,"ナインテイナイン　ベイビーズ　カフェ","761-8044","高松市円座町９７９−１",,"087-814-6711  ","株式会社　ＷＥＬＬＮＥＳＴ","ウェルネスト","飲食店営業","喫茶","第10105-3040278号","R04.06.01","R04.06.01","R09.05.31"
"’９９　ＢＡＢＹ’ｓ　ＣＡＦＥ",,"ナインテイナイン　バイビーズ　カフェ","761-8044","高松市円座町９７９−１",,"087-814-6711  ","株式会社　ＷＥＬＬＮＥＳＴ","ウェルネスト","菓子製造業","菓子","第20101-3030837号","R03.11.26","R03.11.26","R08.11.30"
