"#property","prefCode","no","pref","cityName","townName","address","buildingName","venue","eventName","overview","organizer","startDate","startTime","endDate","endTime"
"815","372013","0815","香川県","高松市","香南町由佐","253-1",,"高松市香南歴史民俗郷土館","企画展関連講座「拓本を体験しよう」","企画展「第20回 郷土の文化 拓本（たくほん）展」の関連講座です。拓本をとる工程を実際に体験できます。気軽に御参加ください！
講師：喜田 松磊 氏（講座「拓本と表装を楽しむ」講師）
定員：先着10名
参加料：無料
申込み：前日までに香南歴史民俗郷土館へ。
※新型コロナウイルスの感染状況により、中止又は内容を変更する場合があります。

○お問合せ先：高松市香南歴史民俗郷土館（電話：087-879-0717）
○高松市主催事業","高松市香南歴史民俗郷土館","2/27/2021","13:30","2/27/2021","15:00"
"816","372013","0816","香川県","高松市","香南町由佐","253-1",,"高松市香南歴史民俗郷土館","企画展関連講座「表装体験 裏打をしよう」","企画展「第20回 郷土の文化 拓本展」の関連講座です。裏打（うらうち）は、本紙を補強するために裏に和紙を貼る表装技術です。2月27日の講座「拓本を体験しよう」とあわせて参加すると、自ら採拓した拓本作品を裏打できます。
講師：香南拓本会 会員
定員：先着10名　参加料：無料
申込み：前日までに香南歴史民俗郷土館へ。
※新型コロナウイルスの感染状況により、中止又は内容を変更する場合があります。

○お問合せ先：高松市香南歴史民俗郷土館（電話：087-879-0717）
○高松市主催事業","高松市香南歴史民俗郷土館","3/6/2021","13:30","3/6/2021","15:00"
"817","372013","0817","香川県","高松市","玉藻町","2-1",,"玉藻公園　披雲閣「杉の間」","第５回 菊作り講習会","　あなたも菊を栽培してみませんか！
　初心者から技術者まで菊栽培について学べる講習会を開催します。
　菊に興味をお持ちの方は、どなたでもお気軽に御参加ください。

【講師】溝渕 芳市 氏（香川県菊友会副会長）　

○お問合せ先：香川県菊友会事務局　TEL：087-851-1521","香川県菊友会","2/6/2021","09:30","2/6/2021","11:30"
"818","372013","0818","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松　視聴覚ホール","長崎の台場跡と長崎の鼻台場跡","　『探求！たかまつ遺産』第４回を開催します。幕末の讃岐の海防を指揮した藤川三渓を中心に屋島に所在する長崎の鼻台場跡と藤川三渓が海防の知識を身に着けるために赴任した長崎県の長崎台場跡についての関連性等について講演します。
申込不要。先着80名

講師：長崎市文化財課　田中　学

○お問合せ先：823-2714
○高松市主催事業","高松市石の民俗資料館、高松市埋蔵文化財センター","2/21/2021","10:00","2/21/2021","12:00"
"819","372013","0819","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　エントランスホール","小豆島と庵治半島のこまいぬパネル写真展","小豆島や庵治半島の狛犬の写真やパネルを展示し、石の文化の変遷・地域性を紹介する。
開館時間：午前９時～午後５時（展示室への入室は午後4時３０分まで）
前期：令和3年2月20日（土）～2月28日（日）16：00
後期：令和3年3月2日（火）～3月21日（日）15：00
休館日：月曜日（休日の場合は翌平日）

○お問合せ先：845-8484
○高松市共催事業","小豆島狛犬探究会","2/20/2021","09:00","3/21/2021","15:00"
"820","372013","0820","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　講座研修室","ワークショップ「鋳造体験」","企画展「牟礼・庵治の弥生時代」関連行事としてワークショップ「鋳造体験」を開催します。
令和3年2月20日(土）1回目10：00～11：002回目11：00～12：00の計２回です。
定員：各回5名ずつ計10名（要予約、先着順）
参加費：500円（たまもん、和同開珎）1,000円（三角縁神獣鏡、枝銭）1,300円（銅鐸）
申込：電話又は直接来館


○お問合せ先：845-8484
○高松市主催事業","高松市石の民俗資料館、高松市埋蔵文化財センター","2/20/2021","10:00","2/20/2021","12:00"
"821","372013","0821","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　企画展示室","企画展「牟礼・庵治の弥生時代」","牟礼町・庵治町の遺跡より出土した遺物を中心に、弥生時代を代表する青銅器や半島製の石剣などの、貴重な資料を紹介します。
開館時間：午前９時～午後５時（展示室への入室は午後4時３０分まで）
　　　　　ただし、最終日は午後４時まで
休館日：月曜日（休日の場合は翌平日）

○お問合せ先：845-8484
○高松市主催事業","高松市石の民俗資料館、高松市埋蔵文化財センター","2/20/2021","09:00","3/21/2021","17:00"
"822","372013","0822","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　講座研修室","講演会「弥生時代ってどんな時代？？」","企画展「牟礼・庵治の弥生時代」関連行事として講演会「弥生時代ってどんな時代？？」を開催します。
申込：往復はがきに住所・氏名・電話番号を記入し、石の民俗資料館宛に応募。1通につき２名まで申込可。
講師：高松市文化財課　文化財専門員　梶原慎司

○お問合せ先：845-8484
○高松市主催事業","高松市石の民俗資料館、高松市埋蔵文化財センター","3/20/2021","10:00","3/20/2021","11:30"
"823","372013","0823","香川県","高松市","常磐町一丁目","3-1",,"瓦町FLAG８階　高松市民活動センター会議室","環境ワークショップ(紙バンドを使って春のおひなさまリース作り）","再生紙からできた紙バンドを使って、かわいいおひなさまリースを作りましょう！お申込みは、事前にお電話にて環境保全推進課までお願いします。申込み受付期間は2月１日（月）から２月１５日（月）まで、定員に達し次第受付終了となります。準備物は、筆記用具、はさみ、定規またはメジャー、洗濯ばさみ（１０個）、木工用ボンドです。","高松市環境保全推進課","2/22/2021","10:30","2/22/2021","12:30"
"824","372013","0824","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","アンティーク風ロングネックレス","【内容】ハリウッドビーズとデザインチェーンを使用し、アンティーク風に仕上げた通すだけのロングネックレス（全長約８０㎝）です。【日時】2月２５日（木）午前10時から正午【講師】MAKOさん（ビーズ作家）【定員】申込先着15人【受講料】500円【材料費】1,800円【持参物】眼鏡、拡大鏡（必要な方のみ）【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","2/25/2021","10:00","2/25/2021","12:00"
